,File Name,Closest Distance,Human Target,Human Width,Human Length,Human Area,Animal Taget,Animal Width,Animal Length,Animal Area,Area Ratio,Label
74,photo3.jpg,431.15919333814514,"(135, 649, 489, 892)",243,354,86022,"(514, 386, 962, 1022)",636,448,284928,3.3122689544535118,1
75,photo6.jpg,600.2132954208862,"(0, 1, 1017, 360)",359,1017,365103,"(3, 607, 582, 874)",267,579,154593,2.3617046049950514,1
76,photo7.jpg,599.2171976837781,"(68, 0, 1025, 394)",394,957,377058,"(497, 578, 710, 1009)",431,213,91803,4.10725139701317,1
77,photo9.jpg,561.401148912255,"(476, 33, 1024, 1025)",992,548,543616,"(124, 637, 414, 1000)",363,290,105270,5.164016338937969,1
78,photo11.png,416.0,"(12, 50, 1028, 564)",514,1016,522224,"(18, 420, 1022, 1026)",606,1004,608424,1.1650632678697264,1
79,photo12.jpg,274.67662805561014,"(41, 0, 1022, 520)",520,981,510120,"(293, 326, 1028, 679)",353,735,259455,1.9661212927097185,1
80,photo13.jpeg,476.5755449034287,"(167, 2, 1025, 423)",421,858,361218,"(107, 352, 1021, 1024)",672,914,614208,1.7003803797152965,1
81,photo15.webp,394.7378877179134,"(669, 835, 1021, 1022)",187,352,65824,"(289, 756, 615, 1027)",271,326,88346,1.3421548371414682,1
82,photo16.jpg,151.3481086766531,"(113, 7, 1023, 921)",914,910,831740,"(562, 287, 875, 609)",322,313,100786,8.252535074315878,1
83,photo20.jpg,346.66482371304994,"(527, 129, 1024, 364)",235,497,116795,"(412, 370, 604, 564)",194,192,37248,3.1356045962199315,1
84,photo21.jpg,568.4936235350402,"(459, 411, 1027, 814)",403,568,228904,"(6, 265, 442, 496)",231,436,100716,2.2727669883633186,1
85,photo24.jpg,230.62361110692893,"(155, 594, 901, 847)",253,746,188738,"(188, 798, 503, 925)",127,315,40005,4.717860267466567,1
86,photo30.jpg,504.63105334491655,"(43, 202, 748, 390)",188,705,132540,"(490, 564, 888, 849)",285,398,113430,1.1684739486908224,1
87,photo35.jpg,242.03305559365234,"(1, 464, 1023, 1024)",560,1022,572320,"(143, 499, 553, 633)",134,410,54940,10.417182380779032,1
88,photo37.jpg,359.0243724317334,"(175, 264, 1023, 936)",672,848,569856,"(393, 69, 890, 418)",349,497,173453,3.285362605432019,1
89,photo40.jpg,289.4049930460772,"(264, 531, 657, 692)",161,393,63273,"(361, 226, 1021, 647)",421,660,277860,4.391446588592291,1
90,photo42.jpg,382.7221577071283,"(201, 370, 568, 468)",98,367,35966,"(349, 511, 904, 920)",409,555,226995,6.311377412000223,1
91,photo44.jpg,400.0603079536884,"(227, 592, 558, 719)",127,331,42037,"(501, 836, 867, 1023)",187,366,68442,1.628137117301425,1
92,photo48.jpg,590.0002118643688,"(97, 7, 1018, 640)",633,921,582993,"(441, 824, 675, 1003)",179,234,41886,13.918564675547916,1
93,photo49.jpg,275.2816739269071,"(542, 1, 1026, 449)",448,484,216832,"(431, 225, 945, 741)",516,514,265224,1.223177390791027,1
94,photo51.jpg,515.1361470524079,"(46, 80, 1025, 451)",371,979,363209,"(450, 629, 971, 871)",242,521,126082,2.880736346187402,1
95,photo55.jpg,335.2014319778482,"(103, 416, 1027, 942)",526,924,486024,"(253, 324, 449, 518)",194,196,38024,12.782032400589102,1
96,photo56.jpg,528.3296792723271,"(14, 545, 1026, 940)",395,1012,399740,"(43, 17, 862, 420)",403,819,330057,1.2111241391638414,1
97,photo60.jpg,344.1198918981581,"(182, 481, 984, 781)",300,802,240600,"(9, 152, 750, 555)",403,741,298623,1.2411596009975063,1
98,Picture1.jpeg,301.93086957116526,"(311, 253, 1026, 931)",678,715,484770,"(261, 352, 556, 525)",173,295,51035,9.49877535024983,1
99,Picture3.jpeg,459.74585370615364,"(2, 65, 1024, 448)",383,1022,391426,"(437, 605, 842, 792)",187,405,75735,5.168363372284941,1
100,Picture5.jpeg,335.9345174286203,"(414, 12, 1023, 386)",374,609,227766,"(417, 361, 792, 669)",308,375,115500,1.972,1
101,Picture6.jpeg,465.5869950932908,"(5, 443, 1020, 1016)",573,1015,581595,"(463, 143, 1016, 503)",360,553,199080,2.9214135021097047,1
102,Picture7.jpeg,664.2006473950473,"(311, 760, 1022, 1025)",265,711,188415,"(281, 0, 957, 460)",460,676,310960,1.6503993843377651,1
103,Picture8.jpeg,364.98287631065654,"(233, 380, 627, 504)",124,394,48856,"(571, 534, 920, 717)",183,349,63867,1.3072498771901098,1
104,Picture9.jpeg,242.89298054904756,"(269, 440, 1026, 874)",434,757,328538,"(321, 295, 796, 567)",272,475,129200,2.5428637770897833,1
105,Picture10.jpeg,363.4350010662154,"(254, 421, 568, 515)",94,314,29516,"(446, 487, 1004, 815)",328,558,183024,6.200840222252338,1
106,Picture11.jpeg,507.42487128638066,"(4, 228, 568, 638)",410,564,231240,"(312, 543, 1024, 991)",448,712,318976,1.3794153260681543,1
107,Picture28.jpeg,308.16594555531276,"(99, 430, 610, 578)",148,511,75628,"(245, 28, 883, 528)",500,638,319000,4.218014491987095,1
108,Picture30.jpeg,349.80065751796405,"(260, 560, 1025, 986)",426,765,325890,"(355, 305, 901, 542)",237,546,129402,2.518430936152455,1
109,Picture31.jpeg,248.66141638782645,"(68, 309, 1004, 663)",354,936,331344,"(461, 149, 1028, 552)",403,567,228501,1.4500768049155146,1
